Gene::701	Pathway::PC7_6941
Gene::1375	Pathway::PC7_5322
Gene::5719	Pathway::PC7_2520
Gene::2967	Pathway::PC7_3349
Gene::9688	Pathway::PC7_2500
Gene::6868	Pathway::PC7_1516
Gene::5581	Pathway::PC7_7463
Gene::57113	Pathway::PC7_6996
Gene::991	Pathway::PC7_1130
Gene::3265	Pathway::PC7_4779
Gene::983	Pathway::PC7_5051
Gene::5155	Pathway::PC7_7447
Gene::7363	Pathway::PC7_6433
Gene::79718	Pathway::PC7_6777
Gene::29986	Pathway::PC7_8352
Gene::351	Pathway::PC7_4688
Gene::27297	Pathway::PC7_6811
Gene::51738	Pathway::PC7_4043
Gene::657	Pathway::WP1984_r82941
Gene::5335	Pathway::PC7_7482
Gene::53371	Pathway::PC7_8710
Gene::6655	Pathway::PC7_6957
Gene::32	Pathway::PC7_3278
Gene::55651	Pathway::PC7_3776
Gene::6257	Pathway::PC7_4112
Gene::2254	Pathway::PC7_7449
Gene::2065	Pathway::PC7_7478
Gene::2488	Pathway::PC7_7457
Gene::816	Pathway::PC7_4215
Gene::481	Pathway::WP536_r80211
Gene::3685	Pathway::PC7_7496
Gene::596	Pathway::PC7_4370
Gene::6448	Pathway::PC7_5322
Gene::9126	Pathway::PC7_5531
Gene::5688	Pathway::PC7_6108
Gene::79902	Pathway::PC7_8339
Gene::2066	Pathway::PC7_4062
Gene::3709	Pathway::PC7_8666
Gene::5879	Pathway::WP1433_r83527
Gene::2787	Pathway::PC7_3996
Gene::5727	Pathway::PC7_7498
Gene::6223	Pathway::PC7_4085
Gene::5594	Pathway::PC7_1580
Gene::1910	Pathway::WP98_r72088
Gene::5879	Pathway::PC7_2926
Gene::7082	Pathway::PC7_7439
Gene::129807	Pathway::PC7_5326
Gene::50	Pathway::WP78_r70014
Gene::8737	Pathway::PC7_5560
Gene::7450	Pathway::PC7_6514
Gene::1025	Pathway::PC7_4116
Gene::2783	Pathway::PC7_7484
Gene::286205	Pathway::PC7_6958
Gene::64180	Pathway::PC7_1581
Gene::3098	Pathway::WP698_r79224
Gene::5915	Pathway::PC7_4116
Gene::3975	Pathway::WP2858_r83015
Gene::6772	Pathway::PC7_7269
Gene::10726	Pathway::PC7_5527
Gene::55630	Pathway::WP2884_r83041
Gene::2707	Pathway::PC7_4101
Gene::8074	Pathway::WP322_r79496
Gene::8334	Pathway::PC7_8326
Gene::10891	Pathway::PC7_1544
Gene::51606	Pathway::PC7_5870
Gene::339403	Pathway::PC7_6396
Gene::504190	Pathway::PC7_6044
Gene::1234	Pathway::WP117_r82985
Gene::7174	Pathway::PC7_2623
Gene::23054	Pathway::PC7_4116
Gene::1020	Pathway::PC7_4449
Gene::7249	Pathway::PC7_6893
Gene::4734	Pathway::PC7_6569
Gene::50852	Pathway::PC7_4012
Gene::10197	Pathway::PC7_4365
Gene::3312	Pathway::PC7_5891
Gene::8347	Pathway::PC7_6790
Gene::19	Pathway::WP15_r82705
Gene::5609	Pathway::PC7_7851
Gene::4254	Pathway::PC7_7447
Gene::55835	Pathway::PC7_2534
Gene::2064	Pathway::PC7_3084
Gene::836	Pathway::PC7_2506
Gene::2801	Pathway::PC7_4301
Gene::57122	Pathway::PC7_6882
Gene::7475	Pathway::PC7_8771
Gene::659	Pathway::PC7_2012
Gene::2533	Pathway::PC7_7437
Gene::5686	Pathway::PC7_2521
Gene::50852	Pathway::PC7_5772
Gene::2700	Pathway::WP536_r80211
Gene::5691	Pathway::PC7_1816
Gene::4303	Pathway::PC7_7490
Gene::1907	Pathway::PC7_2620
Gene::23411	Pathway::PC7_3980
Gene::55244	Pathway::PC7_2091
Gene::8850	Pathway::PC7_6913
Gene::9575	Pathway::PC7_2008
Gene::685	Pathway::PC7_7267
Gene::8795	Pathway::WP2864_r79278
Gene::57154	Pathway::PC7_7797
Gene::10552	Pathway::PC7_3415
Gene::3059	Pathway::WP2272_r78594
Gene::5777	Pathway::PC7_3424
Gene::1668	Pathway::PC7_1596
Gene::9021	Pathway::WP2034_r80016
Gene::1154	Pathway::PC7_2907
Gene::2652	Pathway::PC7_3278
Gene::57551	Pathway::PC7_7427
Gene::8360	Pathway::PC7_2575
Gene::84679	Pathway::PC7_7290
Gene::7314	Pathway::PC7_4492
Gene::10075	Pathway::PC7_8677
Gene::1649	Pathway::WP400_r72084
Gene::29927	Pathway::PC7_7357
Gene::983	Pathway::PC7_7266
Gene::3920	Pathway::PC7_4449
Gene::56477	Pathway::PC7_2620
Gene::3013	Pathway::PC7_3073
Gene::10887	Pathway::PC7_2620
Gene::10910	Pathway::PC7_4725
Gene::84515	Pathway::PC7_2278
Gene::51619	Pathway::PC7_1672
Gene::5286	Pathway::PC7_7750
Gene::28972	Pathway::PC7_4694
Gene::5713	Pathway::PC7_4688
Gene::1398	Pathway::PC7_4749
Gene::8463	Pathway::PC7_6910
Gene::8354	Pathway::PC7_5530
Gene::5608	Pathway::PC7_7461
Gene::3553	Pathway::WP195_r79965
Gene::3790	Pathway::PC7_8763
Gene::3567	Pathway::PC7_4043
Gene::9912	Pathway::PC7_6957
Gene::8343	Pathway::PC7_7426
Gene::1300	Pathway::PC7_3777
Gene::402	Pathway::PC7_5330
Gene::398	Pathway::PC7_6957
Gene::10914	Pathway::PC7_6593
Gene::8517	Pathway::WP75_r83867
Gene::5170	Pathway::PC7_4000
Gene::1871	Pathway::PC7_2532
Gene::6383	Pathway::WP2911_r83020
Gene::366	Pathway::WP3527_r84571
Gene::40	Pathway::PC7_8339
Gene::5777	Pathway::PC7_6888
Gene::8864	Pathway::WP3298_r84382
Gene::121504	Pathway::PC7_5049
Gene::6776	Pathway::PC7_4782
Gene::8363	Pathway::PC7_1655
Gene::2917	Pathway::PC7_7439
Gene::5294	Pathway::PC7_4000
Gene::6010	Pathway::PC7_3280
Gene::5600	Pathway::PC7_1544
Gene::2155	Pathway::PC7_2582
Gene::128367	Pathway::PC7_6044
Gene::2783	Pathway::PC7_3996
Gene::2950	Pathway::PC7_4219
Gene::4171	Pathway::PC7_2952
Gene::23072	Pathway::PC7_3278
Gene::3445	Pathway::PC7_2907
Gene::5590	Pathway::PC7_4053
Gene::89846	Pathway::PC7_7457
Gene::64428	Pathway::PC7_2909
Gene::9972	Pathway::PC7_5534
Gene::5925	Pathway::PC7_4005
Gene::10000	Pathway::PC7_7445
Gene::5901	Pathway::PC7_8326
Gene::3386	Pathway::PC7_3777
Gene::5720	Pathway::PC7_6930
Gene::4000	Pathway::PC7_5985
Gene::2968	Pathway::WP405_r73594
Gene::5781	Pathway::PC7_4663
Gene::10815	Pathway::WP2267_r78595
Gene::51728	Pathway::PC7_2910
Gene::8878	Pathway::PC7_7439
Gene::5296	Pathway::PC7_7457
Gene::170690	Pathway::PC7_3065
Gene::10614	Pathway::WP3414_r82252
Gene::5600	Pathway::PC7_2255
Gene::5594	Pathway::PC7_7266
Gene::3663	Pathway::PC7_4772
Gene::514	Pathway::PC7_5322
Gene::6233	Pathway::PC7_3972
Gene::89780	Pathway::PC7_3278
Gene::54658	Pathway::PC7_4444
Gene::5465	Pathway::PC7_6057
Gene::8878	Pathway::WP1449_r81172
Gene::4552	Pathway::PC7_7703
Gene::3716	Pathway::PC7_7446
Gene::2100	Pathway::WP2377_r80437
Gene::721	Pathway::PC7_2672
Gene::8900	Pathway::PC7_6930
Gene::4000	Pathway::PC7_5271
Gene::3479	Pathway::WP474_r80208
Gene::5836	Pathway::PC7_4265
Gene::5133	Pathway::PC7_6128
Gene::55722	Pathway::PC7_5529
Gene::8976	Pathway::PC7_3084
Gene::6217	Pathway::PC7_5330
Gene::23478	Pathway::PC7_5330
Gene::10197	Pathway::PC7_5527
Gene::2261	Pathway::PC7_5876
Gene::8394	Pathway::PC7_7751
Gene::3717	Pathway::PC7_4771
Gene::8665	Pathway::PC7_4085
Gene::5600	Pathway::PC7_5987
Gene::3005	Pathway::PC7_1689
Gene::3558	Pathway::PC7_3996
Gene::5894	Pathway::PC7_3699
Gene::25945	Pathway::PC7_2524
Gene::8867	Pathway::PC7_3420
Gene::11340	Pathway::PC7_6911
Gene::1280	Pathway::WP2064_r79263
Gene::5331	Pathway::WP26_r79950
Gene::5162	Pathway::WP534_r78585
Gene::8817	Pathway::PC7_6157
Gene::1454	Pathway::PC7_6815
Gene::7074	Pathway::PC7_3421
Gene::11336	Pathway::PC7_4745
Gene::8864	Pathway::PC7_2584
Gene::5329	Pathway::PC7_2080
Gene::3485	Pathway::PC7_5330
Gene::5567	Pathway::PC7_7482
Gene::5062	Pathway::WP51_r79977
Gene::119772	Pathway::PC7_6044
Gene::5290	Pathway::PC7_5772
Gene::8517	Pathway::PC7_2910
Gene::65266	Pathway::PC7_8339
Gene::11197	Pathway::PC7_7483
Gene::122740	Pathway::PC7_7439
Gene::6714	Pathway::PC7_2263
Gene::2253	Pathway::PC7_3864
Gene::80781	Pathway::PC7_8675
Gene::5903	Pathway::PC7_3775
Gene::219954	Pathway::PC7_6044
Gene::116	Pathway::PC7_3994
Gene::22943	Pathway::PC7_12188
Gene::3572	Pathway::WP236_r80209
Gene::7188	Pathway::WP2018_r79959
Gene::51091	Pathway::WP28_r71888
Gene::4157	Pathway::PC7_3994
Gene::4736	Pathway::PC7_4085
Gene::9331	Pathway::PC7_1750
Gene::8697	Pathway::PC7_1858
Gene::221496	Pathway::PC7_5527
Gene::53637	Pathway::PC7_7457
Gene::4773	Pathway::PC7_3278
Gene::8348	Pathway::PC7_4308
Gene::2885	Pathway::WP2034_r80016
Gene::5694	Pathway::PC7_2520
Gene::1457	Pathway::PC7_4994
Gene::4999	Pathway::PC7_1813
Gene::8992	Pathway::PC7_4949
Gene::5682	Pathway::WP183_r81161
Gene::7157	Pathway::WP2261_r81197
Gene::1906	Pathway::PC7_4107
Gene::54331	Pathway::PC7_4000
Gene::7409	Pathway::PC7_7787
Gene::3933	Pathway::PC7_8360
Gene::2534	Pathway::PC7_2373
Gene::5594	Pathway::PC7_7267
Gene::55356	Pathway::PC7_8352
Gene::6464	Pathway::PC7_6994
Gene::8604	Pathway::PC7_3278
Gene::842	Pathway::PC7_2925
Gene::9365	Pathway::PC7_2925
Gene::782	Pathway::PC7_3071
Gene::27113	Pathway::WP1742_r71700
Gene::5515	Pathway::PC7_8288
Gene::613	Pathway::PC7_7448
Gene::1269	Pathway::PC7_4044
Gene::90161	Pathway::PC7_2500
Gene::5956	Pathway::PC7_7457
Gene::118	Pathway::PC7_1688
Gene::4208	Pathway::PC7_6918
Gene::2978	Pathway::PC7_3280
Gene::8654	Pathway::PC7_6515
Gene::10111	Pathway::PC7_5272
Gene::26281	Pathway::PC7_4012
Gene::84432	Pathway::PC7_2620
Gene::5646	Pathway::PC7_1596
Gene::1291	Pathway::PC7_1812
Gene::6300	Pathway::WP306_r80308
Gene::1457	Pathway::PC7_7439
Gene::9	Pathway::PC7_1230
Gene::808	Pathway::PC7_6815
Gene::6416	Pathway::PC7_7497
Gene::3396	Pathway::PC7_5522
Gene::5159	Pathway::PC7_3278
Gene::1594	Pathway::PC7_2098
Gene::2931	Pathway::PC7_7444
Gene::5624	Pathway::PC7_4449
Gene::4928	Pathway::PC7_4768
Gene::6885	Pathway::WP364_r83783
Gene::2194	Pathway::WP357_r70641
Gene::1845	Pathway::PC7_1517
Gene::836	Pathway::PC7_4785
Gene::283869	Pathway::PC7_4044
Gene::9861	Pathway::PC7_2623
Gene::8224	Pathway::PC7_5891
Gene::2785	Pathway::WP536_r80211
Gene::9688	Pathway::PC7_4729
Gene::9688	Pathway::PC7_4366
Gene::6846	Pathway::PC7_6396
Gene::170302	Pathway::WP2858_r83015
Gene::5534	Pathway::PC7_1523
Gene::5819	Pathway::PC7_2524
Gene::10421	Pathway::WP411_r79980
Gene::1956	Pathway::PC7_7443
Gene::6238	Pathway::WP2858_r83015
Gene::5163	Pathway::PC7_6917
Gene::3030	Pathway::PC7_5513
Gene::6868	Pathway::WP2059_r82906
Gene::11069	Pathway::PC7_4688
Gene::1147	Pathway::PC7_7444
Gene::54578	Pathway::WP2873_r79696
Gene::5594	Pathway::WP2332_r79525
Gene::5516	Pathway::PC7_2360
Gene::5714	Pathway::PC7_11385
Gene::26538	Pathway::PC7_7457
Gene::3265	Pathway::PC7_7719
Gene::102	Pathway::WP3286_r84312
Gene::1727	Pathway::PC7_3278
Gene::5685	Pathway::PC7_5530
Gene::79902	Pathway::PC7_4728
Gene::4914	Pathway::WP382_r79951
Gene::81693	Pathway::PC7_5322
Gene::7855	Pathway::PC7_3278
Gene::8360	Pathway::PC7_7484
Gene::3113	Pathway::PC7_7786
Gene::695	Pathway::PC7_3886
Gene::26281	Pathway::PC7_7475
Gene::2885	Pathway::PC7_7499
Gene::5704	Pathway::PC7_5528
Gene::409	Pathway::PC7_4639
Gene::4313	Pathway::PC7_3277
Gene::28998	Pathway::PC7_6057
Gene::5728	Pathway::PC7_6462
Gene::4712	Pathway::WP111_r82216
Gene::140609	Pathway::PC7_5985
Gene::113278	Pathway::PC7_3278
Gene::6497	Pathway::PC7_8325
Gene::7410	Pathway::PC7_3417
Gene::474382	Pathway::PC7_5530
Gene::2064	Pathway::PC7_2926
Gene::6654	Pathway::PC7_7491
Gene::8633	Pathway::PC7_5884
Gene::5356	Pathway::PC7_12073
Gene::5058	Pathway::WP2526_r82681
Gene::2258	Pathway::WP51_r79977
Gene::2967	Pathway::PC7_6801
Gene::3122	Pathway::PC7_4773
Gene::84335	Pathway::PC7_4688
Gene::5289	Pathway::PC7_6462
Gene::324	Pathway::WP2380_r79953
Gene::55276	Pathway::PC7_2500
Gene::3727	Pathway::WP2864_r79278
Gene::7048	Pathway::PC7_7795
Gene::2922	Pathway::PC7_7439
Gene::3939	Pathway::PC7_8677
Gene::23636	Pathway::PC7_6923
Gene::163	Pathway::PC7_4492
Gene::3655	Pathway::PC7_8678
Gene::3672	Pathway::PC7_6517
Gene::1233	Pathway::PC7_4043
Gene::80204	Pathway::PC7_12271
Gene::283162	Pathway::PC7_4043
Gene::5709	Pathway::PC7_2265
Gene::7324	Pathway::PC7_6467
Gene::26279	Pathway::PC7_1562
Gene::4087	Pathway::PC7_7439
Gene::10046	Pathway::PC7_4112
Gene::10235	Pathway::PC7_3884
Gene::29924	Pathway::PC7_3278
Gene::5290	Pathway::PC7_3328
Gene::50837	Pathway::PC7_2622
Gene::3326	Pathway::PC7_7425
Gene::5295	Pathway::PC7_7493
Gene::2767	Pathway::PC7_6507
Gene::5598	Pathway::PC7_8058
Gene::220202	Pathway::WP3594_r84573
Gene::1495	Pathway::WP2118_r71265
Gene::5202	Pathway::PC7_5330
Gene::8822	Pathway::PC7_1877
Gene::4535	Pathway::PC7_5322
Gene::1814	Pathway::WP3594_r84573
Gene::8811	Pathway::PC7_4044
Gene::5690	Pathway::PC7_2278
Gene::55626	Pathway::WP615_r81193
Gene::3791	Pathway::PC7_2080
Gene::51204	Pathway::PC7_8339
Gene::11065	Pathway::PC7_1128
Gene::3932	Pathway::WP2583_r84488
Gene::7311	Pathway::PC7_1674
Gene::1147	Pathway::PC7_7448
Gene::5518	Pathway::PC7_4688
Gene::3569	Pathway::PC7_8295
Gene::727897	Pathway::PC7_6001
Gene::5518	Pathway::PC7_7659
Gene::50649	Pathway::PC7_5825
Gene::390437	Pathway::PC7_4043
Gene::9765	Pathway::PC7_7795
Gene::54600	Pathway::PC7_4214
Gene::3576	Pathway::PC7_1178
Gene::6927	Pathway::PC7_3084
Gene::8856	Pathway::WP170_r71083
Gene::1609	Pathway::PC7_4449
Gene::1025	Pathway::WP22_r79264
Gene::8822	Pathway::PC7_2679
Gene::10082	Pathway::PC7_965
Gene::6093	Pathway::PC7_5673
Gene::7295	Pathway::PC7_2532
Gene::1969	Pathway::PC7_7660
Gene::9380	Pathway::PC7_4283
Gene::79577	Pathway::PC7_7784
Gene::657	Pathway::WP2804_r79882
Gene::7444	Pathway::PC7_5531
Gene::2957	Pathway::PC7_3278
Gene::3921	Pathway::PC7_3772
Gene::2773	Pathway::PC7_1572
Gene::6288	Pathway::PC7_8054
Gene::156	Pathway::PC7_7457
Gene::5594	Pathway::PC7_5970
Gene::2475	Pathway::PC7_3392
Gene::5600	Pathway::PC7_6507
Gene::351	Pathway::PC7_5559
Gene::3661	Pathway::PC7_4773
Gene::84432	Pathway::PC7_3993
Gene::81704	Pathway::PC7_4449
Gene::4790	Pathway::WP262_r84487
Gene::11168	Pathway::PC7_4366
Gene::207	Pathway::PC7_5327
Gene::11222	Pathway::PC7_5523
Gene::6604	Pathway::PC7_8339
Gene::79084	Pathway::PC7_4112
Gene::9861	Pathway::PC7_4112
Gene::9702	Pathway::PC7_4011
Gene::1280	Pathway::PC7_1812
Gene::6188	Pathway::PC7_1552
Gene::27109	Pathway::WP623_r79961
Gene::2625	Pathway::WP236_r80209
Gene::925	Pathway::PC7_7788
Gene::2986	Pathway::PC7_8715
Gene::623	Pathway::PC7_4044
Gene::54797	Pathway::PC7_8328
Gene::57216	Pathway::PC7_6108
Gene::51422	Pathway::PC7_4754
Gene::27304	Pathway::PC7_3017
Gene::8767	Pathway::PC7_7786
Gene::246184	Pathway::PC7_2529
Gene::7082	Pathway::PC7_1687
Gene::208	Pathway::PC7_3996
Gene::1453	Pathway::PC7_2582
Gene::57819	Pathway::PC7_3015
Gene::51204	Pathway::PC7_5322
Gene::57505	Pathway::PC7_12899
Gene::9861	Pathway::PC7_1821
Gene::25791	Pathway::PC7_6891
Gene::5291	Pathway::PC7_4741
Gene::2634	Pathway::PC7_4773
Gene::5549	Pathway::PC7_4874
Gene::113451	Pathway::PC7_1629
Gene::5155	Pathway::PC7_7439
Gene::5141	Pathway::PC7_6050
Gene::22826	Pathway::WP411_r79980
Gene::8290	Pathway::PC7_3278
Gene::26277	Pathway::PC7_2532
Gene::79642	Pathway::PC7_5326
Gene::489	Pathway::PC7_6869
Gene::3561	Pathway::PC7_7461
Gene::5690	Pathway::PC7_5531
Gene::5528	Pathway::PC7_1855
Gene::2245	Pathway::PC7_5825
Gene::2650	Pathway::PC7_6540
Gene::5921	Pathway::PC7_3415
Gene::2688	Pathway::PC7_4306
Gene::4851	Pathway::WP2406_r73324
Gene::1725	Pathway::PC7_5330
Gene::56616	Pathway::PC7_7307
Gene::24148	Pathway::PC7_8609
Gene::1894	Pathway::PC7_6189
Gene::333932	Pathway::PC7_5534
Gene::5693	Pathway::PC7_12274
Gene::5881	Pathway::PC7_11018
Gene::25796	Pathway::PC7_2500
Gene::55800	Pathway::PC7_1863
Gene::63967	Pathway::PC7_1689
Gene::9241	Pathway::WP2857_r80151
Gene::6195	Pathway::PC7_12078
Gene::2922	Pathway::PC7_2620
Gene::5582	Pathway::WP35_r79952
Gene::2696	Pathway::PC7_4044
Gene::5160	Pathway::WP534_r78585
Gene::219959	Pathway::PC7_6044
Gene::5717	Pathway::PC7_5530
Gene::340024	Pathway::PC7_8352
Gene::54756	Pathway::PC7_7447
Gene::1978	Pathway::PC7_4745
Gene::2582	Pathway::PC7_3278
Gene::999	Pathway::PC7_1687
Gene::79947	Pathway::PC7_7764
Gene::26019	Pathway::PC7_4112
Gene::4331	Pathway::PC7_6801
Gene::1639	Pathway::PC7_2519
Gene::596	Pathway::PC7_2170
Gene::717	Pathway::PC7_2672
Gene::51099	Pathway::PC7_5326
Gene::55244	Pathway::PC7_8339
Gene::219927	Pathway::PC7_5523
Gene::1295	Pathway::PC7_3777
Gene::4629	Pathway::PC7_7423
Gene::6456	Pathway::PC7_6868
Gene::81620	Pathway::PC7_1554
Gene::590	Pathway::PC7_5887
Gene::8343	Pathway::PC7_6797
Gene::5707	Pathway::PC7_7661
Gene::7422	Pathway::PC7_6512
Gene::3560	Pathway::PC7_4612
Gene::23764	Pathway::WP289_r81078
Gene::51529	Pathway::PC7_2519
Gene::5711	Pathway::PC7_5528
Gene::5533	Pathway::PC7_7439
Gene::835	Pathway::PC7_5689
Gene::55879	Pathway::PC7_6065
Gene::57154	Pathway::PC7_7484
Gene::9542	Pathway::PC7_4064
Gene::6258	Pathway::PC7_5989
Gene::3732	Pathway::WP2377_r80437
Gene::29781	Pathway::PC7_5049
Gene::9968	Pathway::PC7_5326
Gene::4296	Pathway::WP382_r79951
Gene::3384	Pathway::PC7_4688
Gene::57761	Pathway::PC7_4688
Gene::3706	Pathway::PC7_4742
Gene::5349	Pathway::PC7_4791
Gene::3292	Pathway::PC7_3278
Gene::2239	Pathway::PC7_3278
Gene::8665	Pathway::PC7_5330
Gene::4803	Pathway::PC7_5709
Gene::153201	Pathway::PC7_7290
Gene::1511	Pathway::PC7_6887
Gene::8908	Pathway::PC7_5322
Gene::11277	Pathway::PC7_4660
Gene::27327	Pathway::PC7_6047
Gene::489	Pathway::PC7_6515
Gene::11200	Pathway::PC7_4009
Gene::1269	Pathway::PC7_2620
Gene::9021	Pathway::PC7_4306
Gene::284525	Pathway::PC7_7681
Gene::2768	Pathway::PC7_3670
Gene::29089	Pathway::PC7_3874
Gene::23225	Pathway::PC7_5530
Gene::4331	Pathway::PC7_8319
Gene::6224	Pathway::PC7_5972
Gene::8822	Pathway::PC7_4662
Gene::5058	Pathway::PC7_3806
Gene::3596	Pathway::PC7_4593
Gene::57819	Pathway::PC7_8609
Gene::414	Pathway::WP697_r80025
Gene::2580	Pathway::PC7_2630
Gene::3119	Pathway::PC7_2907
Gene::9972	Pathway::PC7_7488
Gene::4620	Pathway::PC7_10557
Gene::64965	Pathway::PC7_6057
Gene::5170	Pathway::PC7_7475
Gene::5337	Pathway::PC7_6462
Gene::26251	Pathway::PC7_4158
Gene::814	Pathway::PC7_6050
Gene::79023	Pathway::PC7_6589
Gene::5979	Pathway::PC7_7499
Gene::215	Pathway::PC7_8339
Gene::64106	Pathway::PC7_2620
Gene::219438	Pathway::PC7_6044
Gene::390167	Pathway::PC7_4043
Gene::390036	Pathway::PC7_6044
Gene::390445	Pathway::PC7_7457
Gene::7498	Pathway::WP408_r78546
Gene::10160	Pathway::PC7_6894
Gene::55437	Pathway::PC7_4664
Gene::7003	Pathway::WP2857_r80151
Gene::3765	Pathway::PC7_4786
Gene::7483	Pathway::PC7_7484
Gene::1973	Pathway::PC7_1674
Gene::6191	Pathway::PC7_3972
Gene::24137	Pathway::PC7_5157
Gene::6534	Pathway::PC7_8352
Gene::2555	Pathway::PC7_6065
Gene::2885	Pathway::PC7_6919
Gene::2251	Pathway::PC7_7446
Gene::55851	Pathway::PC7_966
Gene::8573	Pathway::PC7_7718
Gene::3838	Pathway::PC7_4688
Gene::7314	Pathway::PC7_1521
Gene::983	Pathway::PC7_5988
Gene::4633	Pathway::PC7_7682
Gene::364	Pathway::PC7_1691
Gene::834	Pathway::PC7_4777
Gene::6233	Pathway::PC7_1818
Gene::6774	Pathway::PC7_4618
Gene::472	Pathway::PC7_6865
Gene::2782	Pathway::PC7_4016
Gene::5718	Pathway::PC7_7458
Gene::229	Pathway::WP690_r72132
Gene::2254	Pathway::PC7_7439
Gene::207	Pathway::PC7_4556
Gene::6132	Pathway::PC7_4112
Gene::2251	Pathway::PC7_6461
Gene::5295	Pathway::PC7_1877
Gene::9197	Pathway::PC7_7290
Gene::100	Pathway::PC7_6654
Gene::5719	Pathway::PC7_7484
Gene::6256	Pathway::PC7_6866
Gene::2063	Pathway::PC7_4116
Gene::1846	Pathway::WP382_r79951
Gene::7019	Pathway::PC7_5519
Gene::5700	Pathway::PC7_1131
Gene::23118	Pathway::PC7_10442
Gene::8565	Pathway::PC7_12899
Gene::539	Pathway::PC7_8229
Gene::3304	Pathway::PC7_6911
Gene::2774	Pathway::PC7_4016
Gene::51258	Pathway::PC7_5521
Gene::5688	Pathway::PC7_7731
Gene::3309	Pathway::PC7_1190
Gene::10371	Pathway::PC7_7421
Gene::5684	Pathway::PC7_7439
Gene::9612	Pathway::PC7_5326
Gene::7046	Pathway::WP2377_r80437
Gene::1869	Pathway::PC7_5983
Gene::2922	Pathway::PC7_4694
Gene::5708	Pathway::PC7_1877
Gene::115557	Pathway::PC7_3993
Gene::27018	Pathway::PC7_12281
Gene::9491	Pathway::PC7_1859
Gene::1608	Pathway::PC7_7439
Gene::7175	Pathway::PC7_8710
Gene::51764	Pathway::PC7_6512
Gene::51433	Pathway::PC7_5049
Gene::22920	Pathway::PC7_4449
Gene::286362	Pathway::PC7_6044
Gene::387	Pathway::PC7_2624
Gene::7004	Pathway::PC7_6910
Gene::8697	Pathway::PC7_2518
Gene::10298	Pathway::WP185_r80036
Gene::1585	Pathway::PC7_5326
Gene::1849	Pathway::PC7_8058
Gene::5136	Pathway::PC7_5948
Gene::9443	Pathway::PC7_5322
Gene::5690	Pathway::PC7_4365
Gene::329	Pathway::PC7_1684
Gene::3038	Pathway::PC7_4497
Gene::842	Pathway::PC7_6149
Gene::2252	Pathway::PC7_3278
Gene::2792	Pathway::PC7_7484
Gene::91522	Pathway::PC7_2669
Gene::9071	Pathway::PC7_8276
Gene::727897	Pathway::PC7_6540
Gene::2549	Pathway::PC7_7460
Gene::5566	Pathway::PC7_7475
Gene::9125	Pathway::PC7_4112
Gene::5719	Pathway::PC7_2952
Gene::2993	Pathway::WP2849_r84764
Gene::6559	Pathway::PC7_2517
Gene::2642	Pathway::PC7_3994
Gene::143471	Pathway::PC7_2706
Gene::91012	Pathway::PC7_5322
Gene::5568	Pathway::PC7_4754
Gene::5719	Pathway::PC7_5530
Gene::400569	Pathway::PC7_6910
Gene::10213	Pathway::PC7_1563
Gene::1950	Pathway::PC7_7269
Gene::3605	Pathway::WP2328_r84648
Gene::867	Pathway::WP437_r79266
Gene::51135	Pathway::PC7_4688
Gene::9631	Pathway::PC7_4771
Gene::940	Pathway::PC7_7447
Gene::343173	Pathway::PC7_6044
Gene::8334	Pathway::PC7_5049
Gene::1520	Pathway::PC7_4741
Gene::9575	Pathway::PC7_5326
Gene::2042	Pathway::PC7_3680
Gene::1152	Pathway::WP497_r72142
Gene::5862	Pathway::PC7_2519
Gene::1401	Pathway::PC7_2672
Gene::6348	Pathway::PC7_2543
Gene::896	Pathway::WP2946_r83779
Gene::5427	Pathway::WP466_r79981
Gene::6915	Pathway::PC7_3991
Gene::1544	Pathway::WP2873_r79696
Gene::81623	Pathway::PC7_4688
Gene::1839	Pathway::WP2865_r81650
Gene::7295	Pathway::PC7_4741
Gene::54512	Pathway::PC7_4862
Gene::8697	Pathway::PC7_5531
Gene::8731	Pathway::PC7_6789
Gene::84894	Pathway::PC7_7439
Gene::51082	Pathway::PC7_6808
Gene::6385	Pathway::PC7_3278
Gene::10419	Pathway::PC7_12271
Gene::4776	Pathway::WP1591_r84699
Gene::9064	Pathway::PC7_12266
Gene::5705	Pathway::PC7_4004
Gene::207	Pathway::PC7_5772
Gene::57381	Pathway::PC7_6957
Gene::7465	Pathway::PC7_2833
Gene::5819	Pathway::WP727_r79969
Gene::79109	Pathway::PC7_4688
Gene::3576	Pathway::PC7_2529
Gene::8945	Pathway::PC7_3326
Gene::1870	Pathway::WP2446_r84651
Gene::54331	Pathway::PC7_8339
Gene::27161	Pathway::PC7_3326
Gene::5562	Pathway::WP2034_r80016
Gene::4926	Pathway::PC7_2519
Gene::5122	Pathway::PC7_7768
Gene::2646	Pathway::PC7_8339
Gene::143471	Pathway::PC7_5327
Gene::5467	Pathway::WP2884_r83041
Gene::26133	Pathway::PC7_7681
Gene::5167	Pathway::PC7_3017
Gene::10762	Pathway::PC7_2519
Gene::1594	Pathway::PC7_8761
Gene::7035	Pathway::WP558_r79680
Gene::51343	Pathway::PC7_2623
Gene::330	Pathway::PC7_4587
Gene::3030	Pathway::PC7_2069
Gene::54187	Pathway::PC7_2100
Gene::5426	Pathway::PC7_6933
Gene::6883	Pathway::PC7_4368
Gene::79603	Pathway::PC7_7649
Gene::4778	Pathway::PC7_3869
Gene::4537	Pathway::PC7_6943
